Time,Time Code,Country Name,Country Code,GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP (constant 2015 US$) [NY.GDP.MKTP.KD]
2008,YR2008,Indonesia,IDN,6.01370360009123,591893633878.692
2008,YR2008,Mexico,MEX,1.14358458719401,1017439334703.69
2008,YR2008,Poland,POL,4.19996229248767,387227482956.885
2008,YR2008,South Africa,ZAF,3.19104674115678,280757396421.519
2008,YR2008,"Korea, Rep.",KOR,3.01298487281167,1171560370682.24
2008,YR2008,Turkey,TUR,0.815024573007705,595141428332.854
2009,YR2009,China,CHN,9.39872563237978,6827892848558.81
2009,YR2009,Argentina,ARG,-5.91852507634947,501917060966.235
2009,YR2009,Brazil,BRA,-0.125811999414864,1583911825408.69
2009,YR2009,India,IND,7.86188883303498,1415605275565.81
2009,YR2009,Indonesia,IDN,4.62887118256153,619291627728.719
2009,YR2009,Mexico,MEX,-5.28574413681751,963660094723.917
2009,YR2009,Poland,POL,2.83218458943098,398194480055.232
2009,YR2009,South Africa,ZAF,-1.53808933379921,276439096853.307
2009,YR2009,"Korea, Rep.",KOR,0.792698989518186,1180847317902.24
2009,YR2009,Turkey,TUR,-4.82315395301769,566436841006.172
2010,YR2010,China,CHN,10.6358710646812,7554098728366.12
2010,YR2010,Argentina,ARG,10.1253981561002,552738161802.463
2010,YR2010,Brazil,BRA,7.52822583005563,1703152284574.41
2010,YR2010,India,IND,8.49758470158106,1535897532897.06
2010,YR2010,Indonesia,IDN,6.22385418062366,657835435591.365
2010,YR2010,Mexico,MEX,5.11811814321163,1012981356870.87
2010,YR2010,Poland,POL,3.74051777907684,413089015377
2010,YR2010,South Africa,ZAF,3.03973081360169,284842101261.2
2010,YR2010,"Korea, Rep.",KOR,6.80482491783671,1261201910432.46
2010,YR2010,Turkey,TUR,8.42710432276191,614171064520.319
2011,YR2011,China,CHN,9.55083217886229,8275578020537.94
2011,YR2011,Argentina,ARG,6.00395169280579,585924294024.785
2011,YR2011,Brazil,BRA,3.97442540583816,1770842801672.65
2011,YR2011,India,IND,5.2413150014405,1616398760695.55
2011,YR2011,Indonesia,IDN,6.16978420771008,698422462409.202
2011,YR2011,Mexico,MEX,3.66300792950094,1050086944297.42
2011,YR2011,Poland,POL,4.75763800382072,432742295362.185
2011,YR2011,South Africa,ZAF,3.28416814231139,294196794806.71
2011,YR2011,"Korea, Rep.",KOR,3.68566778212526,1307685622912.81
2011,YR2011,Turkey,TUR,11.2001105833504,682958902917.534
2012,YR2012,China,CHN,7.86373644866194,8926347665676.43
2012,YR2012,Argentina,ARG,-1.0264204544321,579910247223.428
2012,YR2012,Brazil,BRA,1.92115031836305,1804863353794.69
2012,YR2012,India,IND,5.45638875293319,1704595760876.69
2012,YR2012,Indonesia,IDN,6.03005065305615,740537690664.799
2012,YR2012,Mexico,MEX,3.64232267941347,1088334499223.12
2012,YR2012,Poland,POL,1.32489082785044,438475658341.669
2012,YR2012,South Africa,ZAF,2.21335480848441,300708413710.972
2012,YR2012,"Korea, Rep.",KOR,2.40253099246186,1339103175287.26
2012,YR2012,Turkey,TUR,4.78849271108008,715662340203.413
2013,YR2013,China,CHN,7.766150097539,9619581223621.04
2013,YR2013,Argentina,ARG,2.40532378079436,593858966307.156
2013,YR2013,Brazil,BRA,3.00484630505706,1859096723592.52
2013,YR2013,India,IND,6.38610640092348,1813453059871.91
2013,YR2013,Indonesia,IDN,5.5572636889101,781691322850.807
2013,YR2013,Mexico,MEX,1.35409196151679,1103071549191.52
2013,YR2013,Poland,POL,1.12576783609582,443411876272.388
2013,YR2013,South Africa,ZAF,2.4852005003106,308181620712.993
2013,YR2013,"Korea, Rep.",KOR,3.16470863647184,1381481889126.85
2013,YR2013,Turkey,TUR,8.48581699653026,776392136706.161
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 10/28/2021,,,,,
